Horizon,Index,Loss,Model,N,Mean_Loss,In_MCS,MCS_PValue,Elimination_Order,Method,Alpha,Reps,Block_Size,Seed,Note
5day,^IXIC,QLIKE,RandomForest,787,-0.7393817257405405,True,0.1288,9,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,XGBoost,787,-0.7308717299091971,False,0.0,1,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,LSTM,787,-0.7324840357872967,False,0.0036,4,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,GRU,787,-0.7360018265396286,False,0.0054,5,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,Transformer,787,-0.6840495326956599,False,0.0054,6,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,GARCHLSTM,787,-0.7383188640229604,False,0.0029,2,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,GARCHGRU,787,-0.7437614339536474,True,1.0,13,R,0.1,10000,38,20260925,
5day,^IXIC,QLIKE,GARCHTransformer,787,-0.7046397043702458,False,0.0034,3,R,0.1,10000,38,20260925,
5day,^IXIC,SquaredError,HistoricalVolatility,787,0.0012245723469953376,True,0.6741,10,R,0.1,10000,85,20260925,identical forecasts to Persistence; result is Persistence's
5day,^IXIC,SquaredError,Persistence,787,0.0012245723469953376,True,0.6741,10,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GARCH,787,0.0010961470355062978,True,0.6741,12,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,EGARCH,787,0.0016318642361761854,True,0.3658,9,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GJRGARCH,787,0.0014946221366360407,False,0.0256,3,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,LinearRegression,787,0.0010732405088660832,True,0.6741,11,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,RandomForest,787,0.0016391160282887625,True,0.3645,8,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,XGBoost,787,0.0021149273255992615,False,0.0256,4,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,LSTM,787,0.002034349841944291,False,0.0472,5,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GRU,787,0.00134838992612627,False,0.023,1,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,Transformer,787,0.005462927479624759,True,0.1059,7,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GARCHLSTM,787,0.0013803731090909523,False,0.023,2,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GARCHGRU,787,0.0008892704887154251,True,1.0,13,R,0.1,10000,85,20260925,
5day,^IXIC,SquaredError,GARCHTransformer,787,0.004087383496260144,False,0.0508,6,R,0.1,10000,85,20260925,
5day,^FTSE,QLIKE,HistoricalVolatility,787,-1.3315752849577038,True,0.9448,10,R,0.1,10000,43,20260925,identical forecasts to Persistence; result is Persistence's
5day,^FTSE,QLIKE,Persistence,787,-1.3315752849577038,True,0.9448,10,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GARCH,787,-1.307628669534774,False,0.0,3,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,EGARCH,787,-1.319290546906761,False,0.0,1,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GJRGARCH,787,-1.3146331847252595,False,0.0,2,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,LinearRegression,787,-1.3239629454055821,True,0.7847,9,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,RandomForest,787,-1.3323366507455294,True,1.0,13,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,XGBoost,787,-1.3271675333170203,False,0.0418,4,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,LSTM,787,-1.3234996805346544,False,0.0418,6,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GRU,787,-1.331796241287569,True,0.9448,11,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,Transformer,787,-1.3083027483578757,False,0.0418,5,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GARCHLSTM,787,-1.327663418091195,False,0.0558,8,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GARCHGRU,787,-1.3322738223755495,True,0.9813,12,R,0.1,10000,43,20260925,
5day,^FTSE,QLIKE,GARCHTransformer,787,-1.2968607405876762,False,0.0418,7,R,0.1,10000,43,20260925,
5day,^FTSE,SquaredError,HistoricalVolatility,787,0.0006606734938262484,True,0.3258,11,R,0.1,10000,85,20260925,identical forecasts to Persistence; result is Persistence's
5day,^FTSE,SquaredError,Persistence,787,0.0006606734938262484,True,0.3258,11,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GARCH,787,0.0010614764646748602,False,0.0,1,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,EGARCH,787,0.0008208633517545932,False,0.0,3,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GJRGARCH,787,0.001105155754905095,False,0.0,2,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,LinearRegression,787,0.0005357151575470247,True,0.3436,12,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,RandomForest,787,0.0005879401803889274,False,0.0995,5,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,XGBoost,787,0.0007137872269319627,False,0.0016,4,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,LSTM,787,0.0008539842261709469,True,0.1367,7,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GRU,787,0.0005790390269882829,True,0.3258,10,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,Transformer,787,0.0015070854088357981,True,0.1382,9,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GARCHLSTM,787,0.0006713959772269927,True,0.1382,8,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GARCHGRU,787,0.0004930947946292516,True,1.0,13,R,0.1,10000,85,20260925,
5day,^FTSE,SquaredError,GARCHTransformer,787,0.0019679585705090616,True,0.1319,6,R,0.1,10000,85,20260925,
5day,^GDAXI,QLIKE,HistoricalVolatility,787,-1.0538737954363189,True,0.7717,11,R,0.1,10000,42,20260925,identical forecasts to Persistence; result is Persistence's
5day,^GDAXI,QLIKE,Persistence,787,-1.0538737954363189,True,0.7717,11,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GARCH,787,-1.0364898936763545,False,0.0,2,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,EGARCH,787,-1.0375154530911002,False,0.0,1,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GJRGARCH,787,-1.0409115659205102,False,0.0001,5,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,LinearRegression,787,-1.0545487789214032,True,1.0,13,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,RandomForest,787,-1.05010221303637,False,0.0329,8,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,XGBoost,787,-1.043515594929174,False,0.0004,6,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,LSTM,787,-1.0451042163462847,False,0.0001,4,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GRU,787,-1.0473310707006653,True,0.1262,9,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,Transformer,787,-1.0209581994629802,False,0.003,7,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GARCHLSTM,787,-1.054036099076127,True,0.7717,12,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GARCHGRU,787,-1.0502990878684602,True,0.3828,10,R,0.1,10000,42,20260925,
5day,^GDAXI,QLIKE,GARCHTransformer,787,-1.0239634195340275,False,0.0001,3,R,0.1,10000,42,20260925,
5day,^GDAXI,SquaredError,HistoricalVolatility,787,0.0006135078548581197,True,0.4263,10,R,0.1,10000,59,20260925,identical forecasts to Persistence; result is Persistence's
5day,^GDAXI,SquaredError,Persistence,787,0.0006135078548581197,True,0.4263,10,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GARCH,787,0.0011029543785309728,False,0.0,2,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,EGARCH,787,0.0011273271855139887,False,0.0,1,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GJRGARCH,787,0.0012297092952925886,False,0.0,3,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,LinearRegression,787,0.0005158208332231762,True,1.0,13,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,RandomForest,787,0.0007673136004213095,False,0.0233,7,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,XGBoost,787,0.0011138705874115357,False,0.0066,5,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,LSTM,787,0.0009353499389928665,False,0.0013,4,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GRU,787,0.0007032652237388948,True,0.3479,9,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,Transformer,787,0.001967541359453866,False,0.0233,8,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GARCHLSTM,787,0.0006316435828448451,True,0.6394,11,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GARCHGRU,787,0.0005775441483878829,True,0.6394,12,R,0.1,10000,59,20260925,
5day,^GDAXI,SquaredError,GARCHTransformer,787,0.0018541057246761498,False,0.0192,6,R,0.1,10000,59,20260925,
5day,^N225,QLIKE,HistoricalVolatility,787,-0.7182402049674036,True,0.2194,11,R,0.1,10000,67,20260925,identical forecasts to Persistence; result is Persistence's
5day,^N225,QLIKE,Persistence,787,-0.7182402049674036,True,0.2194,11,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GARCH,787,-0.7157929407301556,True,0.1261,9,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,EGARCH,787,-0.7071393222947058,False,0.0001,1,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GJRGARCH,787,-0.7187239901583689,True,0.295,12,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,LinearRegression,787,-0.716460460438894,True,0.1261,10,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,RandomForest,787,-0.7106102926862323,False,0.0067,3,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,XGBoost,787,-0.7089684548314908,False,0.0001,2,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,LSTM,787,-0.7076010744383137,False,0.0359,5,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GRU,787,-0.712499816866115,False,0.0835,7,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,Transformer,787,-0.674525642544424,False,0.0805,6,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GARCHLSTM,787,-0.7160399319326979,False,0.0319,4,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GARCHGRU,787,-0.7212881650264418,True,1.0,13,R,0.1,10000,67,20260925,
5day,^N225,QLIKE,GARCHTransformer,787,-0.6442441804605445,False,0.0836,8,R,0.1,10000,67,20260925,
5day,^N225,SquaredError,HistoricalVolatility,787,0.0033190129897714567,True,0.2477,10,R,0.1,10000,85,20260925,identical forecasts to Persistence; result is Persistence's
5day,^N225,SquaredError,Persistence,787,0.0033190129897714567,True,0.2477,10,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GARCH,787,0.00268945669205645,False,0.0792,5,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,EGARCH,787,0.003985372325174985,False,0.0393,3,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GJRGARCH,787,0.002734747491895614,True,0.2477,11,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,LinearRegression,787,0.0027772012853255596,True,0.2477,12,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,RandomForest,787,0.0037358193645693825,False,0.0381,2,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,XGBoost,787,0.003921707022617917,False,0.0247,1,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,LSTM,787,0.003690091604015511,True,0.1135,6,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GRU,787,0.003227500304394505,True,0.1992,9,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,Transformer,787,0.008001275754847182,True,0.1556,7,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GARCHLSTM,787,0.0027792769100814193,False,0.0492,4,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GARCHGRU,787,0.002197379482957137,True,1.0,13,R,0.1,10000,85,20260925,
5day,^N225,SquaredError,GARCHTransformer,787,0.011013022238207592,True,0.1645,8,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,HistoricalVolatility,787,-0.5387576276753532,True,0.6885,10,R,0.1,10000,85,20260925,identical forecasts to Persistence; result is Persistence's
5day,^HSI,QLIKE,Persistence,787,-0.5387576276753532,True,0.6885,10,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GARCH,787,-0.5402539440420786,True,1.0,13,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,EGARCH,787,-0.5342736610918051,False,0.0202,5,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GJRGARCH,787,-0.538569722278378,True,0.5342,9,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,LinearRegression,787,-0.5266036581762045,True,0.4231,8,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,RandomForest,787,-0.5348663728112264,False,0.0072,4,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,XGBoost,787,-0.5332917347996117,False,0.001,1,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,LSTM,787,-0.523041680118746,False,0.0202,6,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GRU,787,-0.5233515927173197,False,0.0039,2,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,Transformer,787,-0.4849607651570743,False,0.0047,3,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GARCHLSTM,787,-0.5387701230072035,True,0.7234,11,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GARCHGRU,787,-0.539239375226537,True,0.7336,12,R,0.1,10000,85,20260925,
5day,^HSI,QLIKE,GARCHTransformer,787,-0.45447218276132784,False,0.0202,7,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,HistoricalVolatility,787,0.0022863163942360536,True,0.3691,10,R,0.1,10000,85,20260925,identical forecasts to Persistence; result is Persistence's
5day,^HSI,SquaredError,Persistence,787,0.0022863163942360536,True,0.3691,10,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GARCH,787,0.0017298793191198865,True,1.0,13,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,EGARCH,787,0.0027461280403630476,True,0.1646,7,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GJRGARCH,787,0.002222672737872534,True,0.3691,8,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,LinearRegression,787,0.0023329910736828332,True,0.3691,9,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,RandomForest,787,0.002687744704039719,False,0.0835,1,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,XGBoost,787,0.0027991639243713047,False,0.0867,2,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,LSTM,787,0.003869095694565995,False,0.0988,6,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GRU,787,0.003229730774600688,False,0.0877,3,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,Transformer,787,0.00738920715837586,False,0.0906,4,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GARCHLSTM,787,0.001949332482508951,True,0.3923,11,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GARCHGRU,787,0.0017701648792631645,True,0.8772,12,R,0.1,10000,85,20260925,
5day,^HSI,SquaredError,GARCHTransformer,787,0.009421946457694199,False,0.0978,5,R,0.1,10000,85,20260925,
5day,000001.SS,QLIKE,HistoricalVolatility,787,-1.0759475026065475,True,1.0,13,R,0.1,10000,53,20260925,identical forecasts to Persistence; result is Persistence's
5day,000001.SS,QLIKE,Persistence,787,-1.0759475026065475,True,1.0,13,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GARCH,787,-1.0370171380213211,False,0.0004,2,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,EGARCH,787,-1.057733392154627,False,0.0,1,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GJRGARCH,787,-1.062922338678395,True,0.1136,8,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,LinearRegression,787,-1.0492362682642962,True,0.6721,11,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,RandomForest,787,-1.075064210180143,True,0.7471,12,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,XGBoost,787,-1.0667648477839171,False,0.0252,7,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,LSTM,787,-1.054243287001998,False,0.0252,6,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GRU,787,-1.0719622346739193,True,0.3291,10,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,Transformer,787,-1.0261281183779596,False,0.0006,3,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GARCHLSTM,787,-1.068530315032043,True,0.3291,9,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GARCHGRU,787,-1.0633907819600499,False,0.0252,5,R,0.1,10000,53,20260925,
5day,000001.SS,QLIKE,GARCHTransformer,787,-1.0326353093401386,False,0.014,4,R,0.1,10000,53,20260925,
5day,000001.SS,SquaredError,HistoricalVolatility,787,0.0012742368546041097,True,0.8414,12,R,0.1,10000,62,20260925,identical forecasts to Persistence; result is Persistence's
5day,000001.SS,SquaredError,Persistence,787,0.0012742368546041097,True,0.8414,12,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GARCH,787,0.0025154892469592483,False,0.0058,2,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,EGARCH,787,0.002164376103380717,False,0.0225,3,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GJRGARCH,787,0.0016349111109374727,True,0.1464,4,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,LinearRegression,787,0.0012571053523957282,True,1.0,13,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,RandomForest,787,0.001318790913482236,True,0.8414,10,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,XGBoost,787,0.0016484879468688387,False,0.0002,1,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,LSTM,787,0.0022693675923520637,True,0.1781,7,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GRU,787,0.0013618978734305637,True,0.8414,11,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,Transformer,787,0.005191902684010494,True,0.1464,5,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GARCHLSTM,787,0.0015375065280551967,True,0.5853,9,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GARCHGRU,787,0.0015058600773254541,True,0.5525,8,R,0.1,10000,62,20260925,
5day,000001.SS,SquaredError,GARCHTransformer,787,0.004049660145046194,True,0.1682,6,R,0.1,10000,62,20260925,
22day,^GSPC,QLIKE,HistoricalVolatility,784,-0.987436446301822,True,0.1585,9,R,0.1,10000,42,20260925,identical forecasts to Persistence; result is Persistence's
22day,^GSPC,QLIKE,Persistence,784,-0.987436446301822,True,0.1585,9,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GARCH,784,-1.0184146876156819,True,1.0,13,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,EGARCH,784,-0.9930896947437181,False,0.0005,1,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GJRGARCH,784,-1.015432564440231,True,0.7092,12,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,LinearRegression,784,-0.9753466355310199,False,0.0879,8,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,RandomForest,784,-0.9820902473496976,False,0.0286,6,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,XGBoost,784,-0.9601552487985575,False,0.0286,4,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,LSTM,784,-0.9764326583017299,False,0.0286,7,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GRU,784,-0.9948143866561945,False,0.0077,2,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,Transformer,784,-0.9914608072729485,False,0.0286,5,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GARCHLSTM,784,-0.99278960835974,False,0.0261,3,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GARCHGRU,784,-1.0068803938920248,True,0.1585,10,R,0.1,10000,42,20260925,
22day,^GSPC,QLIKE,GARCHTransformer,784,-0.9867452334140664,True,0.2679,11,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,HistoricalVolatility,784,0.005999955504162265,True,0.3296,10,R,0.1,10000,42,20260925,identical forecasts to Persistence; result is Persistence's
22day,^GSPC,SquaredError,Persistence,784,0.005999955504162265,True,0.3296,10,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GARCH,784,0.00389578252988827,True,1.0,13,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,EGARCH,784,0.004974692511603678,False,0.0713,5,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GJRGARCH,784,0.004011452370176152,True,0.788,12,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,LinearRegression,784,0.0050643001335173065,True,0.1184,8,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,RandomForest,784,0.006151902852142569,False,0.0111,2,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,XGBoost,784,0.006893504028227467,False,0.0016,1,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,LSTM,784,0.006061925615611,False,0.0999,7,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GRU,784,0.00513301218607507,False,0.0135,3,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,Transformer,784,0.005430381457713256,False,0.0713,4,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GARCHLSTM,784,0.005140201528038823,False,0.0774,6,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GARCHGRU,784,0.00426983532995339,True,0.3296,9,R,0.1,10000,42,20260925,
22day,^GSPC,SquaredError,GARCHTransformer,784,0.004823107367673963,True,0.3927,11,R,0.1,10000,42,20260925,
22day,^IXIC,QLIKE,HistoricalVolatility,784,-0.6823651093831407,False,0.0221,4,R,0.1,10000,41,20260925,identical forecasts to Persistence; result is Persistence's
22day,^IXIC,QLIKE,Persistence,784,-0.6823651093831407,False,0.0221,4,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GARCH,784,-0.7062011581829692,True,0.2262,12,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,EGARCH,784,-0.7004514185631452,False,0.0494,5,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GJRGARCH,784,-0.7135369848649536,True,1.0,13,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,LinearRegression,784,-0.6766754286411248,False,0.0899,10,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,RandomForest,784,-0.6774799731094552,False,0.0221,3,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,XGBoost,784,-0.6764824651131303,False,0.008,2,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,LSTM,784,-0.6717608531426202,False,0.0494,6,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GRU,784,-0.6903530889670403,False,0.0068,1,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,Transformer,784,-0.6780120062299948,False,0.0799,8,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GARCHLSTM,784,-0.6924878958240769,False,0.0494,7,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GARCHGRU,784,-0.6965666483908456,False,0.0899,9,R,0.1,10000,41,20260925,
22day,^IXIC,QLIKE,GARCHTransformer,784,-0.656628000362219,False,0.0899,11,R,0.1,10000,41,20260925,
22day,^IXIC,SquaredError,HistoricalVolatility,784,0.008390224235930834,True,0.2597,8,R,0.1,10000,84,20260925,identical forecasts to Persistence; result is Persistence's
22day,^IXIC,SquaredError,Persistence,784,0.008390224235930834,True,0.2597,8,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GARCH,784,0.005580284416626539,True,0.3276,12,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,EGARCH,784,0.005598475713433459,False,0.0336,3,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GJRGARCH,784,0.004587578728409428,True,1.0,13,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,LinearRegression,784,0.006865459700521333,True,0.2597,9,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,RandomForest,784,0.007058025292913516,False,0.0746,6,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,XGBoost,784,0.006665325911281786,False,0.016,2,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,LSTM,784,0.007739283078176354,False,0.0433,4,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GRU,784,0.007137130913344332,False,0.0014,1,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,Transformer,784,0.006948915253464016,True,0.2567,7,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GARCHLSTM,784,0.0064521081008498595,False,0.0676,5,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GARCHGRU,784,0.006029615816258563,True,0.2597,10,R,0.1,10000,84,20260925,
22day,^IXIC,SquaredError,GARCHTransformer,784,0.007776677294655373,True,0.2597,11,R,0.1,10000,84,20260925,
22day,^FTSE,QLIKE,HistoricalVolatility,784,-1.2527835163240695,True,0.635,6,R,0.1,10000,48,20260925,identical forecasts to Persistence; result is Persistence's
22day,^FTSE,QLIKE,Persistence,784,-1.2527835163240695,True,0.635,6,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GARCH,784,-1.2385857809778205,False,0.0001,1,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,EGARCH,784,-1.24625965827231,False,0.0013,3,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GJRGARCH,784,-1.2420929736403574,False,0.0002,2,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,LinearRegression,784,7945.750731094903,True,0.635,10,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,RandomForest,784,-1.256632903379226,False,0.0575,5,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,XGBoost,784,-1.2461078878453096,False,0.0141,4,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,LSTM,784,-1.2734776338707403,True,0.635,12,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GRU,784,-1.2756421409791896,True,0.635,11,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,Transformer,784,-1.2731848816352969,True,0.635,8,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GARCHLSTM,784,-1.2822833070340656,True,1.0,13,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GARCHGRU,784,-1.2765157537476477,True,0.635,7,R,0.1,10000,48,20260925,
22day,^FTSE,QLIKE,GARCHTransformer,784,-1.2761647448896571,True,0.635,9,R,0.1,10000,48,20260925,
22day,^FTSE,SquaredError,HistoricalVolatility,784,0.003902922413321513,True,0.4444,7,R,0.1,10000,84,20260925,identical forecasts to Persistence; result is Persistence's
22day,^FTSE,SquaredError,Persistence,784,0.003902922413321513,True,0.4444,7,R,0.1,10000,84,20260925,
22day,^FTSE,SquaredError,GARCH,784,0.004049936916514784,False,0.0013,1,R,0.1,10000,84,20260925,
