Analysis,Horizon,Index,Loss,Model_A,Model_B,Part_A,Family_A,Part_B,Family_B,N,Start,End,Mean_Loss_A,Mean_Loss_B,Mean_Diff,Direction,DM_Stat,Ref_Dist,HAC_Kernel,HAC_Lag,HAC_Lag_Rule,LongRun_Var,P_Raw,Correction,Test_Family,Family_Size,P_Adj,Alpha,Significant,Status
ablation,1day,^N225,SquaredError,GARCHTransformer,Transformer,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,0.00749115572639166,0.00824866287580084,-0.0007575071494091808,A_lower,-0.7623862918433956,t(T-1),Bartlett,21,fixed_21,0.0007769589018550426,0.44605820492687737,holm,ablation|SquaredError|fixed_21,63,1.0,0.05,False,tested
ablation,1day,^HSI,QLIKE,GARCHLSTM,LSTM,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.548604795077392,-0.5471761811593933,-0.0014286139179988573,A_lower,-4.85817460026047,t(T-1),Bartlett,11,auto_floor_h-1,6.80547194381549e-05,1.4301505764992933e-06,holm,ablation|QLIKE|auto_floor_h-1,63,9.009948631945547e-05,0.05,True,tested
ablation,1day,^HSI,QLIKE,GARCHGRU,GRU,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.5442203941913694,-0.5456690288621531,0.0014486346707837216,B_lower,1.5262607803680632,t(T-1),Bartlett,18,auto_floor_h-1,0.000708981648066428,0.12734720529278434,holm,ablation|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
ablation,1day,^HSI,QLIKE,GARCHTransformer,Transformer,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.4785031143363046,-0.48448488125540035,0.005981766919095733,B_lower,1.0402857417937246,t(T-1),Bartlett,21,auto_floor_h-1,0.026021265475739287,0.2985270517491557,holm,ablation|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
ablation,1day,^HSI,QLIKE,GARCHLSTM,LSTM,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.548604795077392,-0.5471761811593933,-0.0014286139179988573,A_lower,-4.52374689510811,t(T-1),Bartlett,21,fixed_21,7.848883626768562e-05,7.01332734749655e-06,holm,ablation|QLIKE|fixed_21,63,0.00044183962289228264,0.05,True,tested
ablation,1day,^HSI,QLIKE,GARCHGRU,GRU,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.5442203941913694,-0.5456690288621531,0.0014486346707837216,B_lower,1.5353965220894137,t(T-1),Bartlett,21,fixed_21,0.0007005697446175485,0.12508887395489843,holm,ablation|QLIKE|fixed_21,63,1.0,0.05,False,tested
ablation,1day,^HSI,QLIKE,GARCHTransformer,Transformer,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,-0.4785031143363046,-0.48448488125540035,0.005981766919095733,B_lower,1.0402857417937246,t(T-1),Bartlett,21,fixed_21,0.026021265475739287,0.2985270517491557,holm,ablation|QLIKE|fixed_21,63,1.0,0.05,False,tested
ablation,1day,^HSI,SquaredError,GARCHLSTM,LSTM,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,0.0005406322839764092,0.0006384105087459185,-9.777822476950928e-05,A_lower,-1.9345880570006513,t(T-1),Bartlett,10,auto_floor_h-1,2.010397908607907e-06,0.05339941238828243,holm,ablation|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
ablation,1day,^HSI,SquaredError,GARCHGRU,GRU,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,0.0010560916646553007,0.0012704665262120685,-0.00021437486155676785,A_lower,-0.6559674791929703,t(T-1),Bartlett,21,auto_floor_h-1,8.405389212416874e-05,0.5120370165357107,holm,ablation|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
ablation,1day,^HSI,SquaredError,GARCHTransformer,Transformer,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,0.008064272518166058,0.00757372414839531,0.0004905483697707488,B_lower,0.9307617444431682,t(T-1),Bartlett,20,auto_floor_h-1,0.00021860563677963767,0.35226260259150066,holm,ablation|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
ablation,1day,^HSI,SquaredError,GARCHLSTM,LSTM,3,Hybrid,2,Deep Learning,787,2022-12-21,2025-12-29,0.0005406322839764092,0.0006384105087459185,-9.777822476950928e-05,A_lower,-1.8567317911055423,t(T-1),Bartlett,21,fixed_21,2.182532309259197e-06,0.06372327194029456,holm,ablation|SquaredError|fixed_21,63,1.0,0.05,False,tested
