Analysis,Horizon,Index,Loss,Model_A,Model_B,Part_A,Family_A,Part_B,Family_B,N,Start,End,Mean_Loss_A,Mean_Loss_B,Mean_Diff,Direction,DM_Stat,Ref_Dist,HAC_Kernel,HAC_Lag,HAC_Lag_Rule,LongRun_Var,P_Raw,Correction,Test_Family,Family_Size,P_Adj,Alpha,Significant,Status
hybrid_vs_garch,1day,^HSI,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-0.5442203941913694,-0.5419592550269298,-0.0022611391644395762,A_lower,-1.2927903632943196,t(T-1),Bartlett,21,fixed_21,0.002407537745579179,0.19646345213444255,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,^HSI,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-0.4785031143363046,-0.5419592550269298,0.06345614069062504,B_lower,3.7586119240762614,t(T-1),Bartlett,21,fixed_21,0.22431952092148774,0.00018351040322271207,holm,hybrid_vs_garch|QLIKE|fixed_21,63,0.007340416128908483,0.05,True,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0005406322839764092,0.0017529574096923708,-0.001212325125715962,A_lower,-2.6678471920360907,t(T-1),Bartlett,15,auto_floor_h-1,0.00016251409861568872,0.007791097576870791,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.3428082933823148,0.05,False,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0010560916646553007,0.0017529574096923708,-0.0006968657450370702,A_lower,-1.8229375840471047,t(T-1),Bartlett,16,auto_floor_h-1,0.00011500834881402082,0.06869258964197562,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.008064272518166058,0.0017529574096923708,0.006311315108473687,B_lower,2.8200895044316687,t(T-1),Bartlett,24,auto_floor_h-1,0.003941746365216614,0.004921905263658411,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.2313295473919453,0.05,False,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0005406322839764092,0.0017529574096923708,-0.001212325125715962,A_lower,-2.4422353054125625,t(T-1),Bartlett,21,fixed_21,0.00019392684599066644,0.014815973241947111,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.5926389296778845,0.05,False,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0010560916646553007,0.0017529574096923708,-0.0006968657450370702,A_lower,-1.7719022231849635,t(T-1),Bartlett,21,fixed_21,0.00012172883347694547,0.07679815761269403,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,^HSI,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.008064272518166058,0.0017529574096923708,0.006311315108473687,B_lower,2.8900711093501013,t(T-1),Bartlett,21,fixed_21,0.003753162800432013,0.0039576057504801644,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.19392268177352806,0.05,False,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.0938680152145779,-1.054625962780085,-0.03924205243449299,A_lower,-7.722393548427458,t(T-1),Bartlett,24,auto_floor_h-1,0.0203223674271171,3.475642465246353e-14,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,2.154898328452739e-12,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.094193093735386,-1.054625962780085,-0.039567130955301184,A_lower,-7.8169892805813666,t(T-1),Bartlett,24,auto_floor_h-1,0.020163448960996085,1.7372276268290653e-14,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0944534049023111e-12,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.0400982652998576,-1.054625962780085,0.014527697480227352,B_lower,1.3203157238899397,t(T-1),Bartlett,24,auto_floor_h-1,0.09528240639362369,0.1871139684780833,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.0938680152145779,-1.054625962780085,-0.03924205243449299,A_lower,-7.971373655470737,t(T-1),Bartlett,21,fixed_21,0.019072684546286495,5.51865719595572e-15,holm,hybrid_vs_garch|QLIKE|fixed_21,63,3.4215674614925465e-13,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.094193093735386,-1.054625962780085,-0.039567130955301184,A_lower,-8.053372571077006,t(T-1),Bartlett,21,fixed_21,0.018997142072623152,2.978960764766247e-15,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.8767452818027356e-13,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,-1.0400982652998576,-1.054625962780085,0.014527697480227352,B_lower,1.3616106014587124,t(T-1),Bartlett,21,fixed_21,0.0895906029419994,0.17371096132153316,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.00031592658464545223,0.0018688171393053958,-0.001552890554659944,A_lower,-9.531386828190412,t(T-1),Bartlett,19,auto_floor_h-1,2.0890278890127326e-05,1.8779591163346328e-20,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.1831142432908186e-18,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0002778840355084871,0.0018688171393053958,-0.001590933103796909,A_lower,-9.104921119414428,t(T-1),Bartlett,20,auto_floor_h-1,2.402847421365495e-05,7.0021760562979e-19,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,4.341349154904698e-17,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0035909602588444106,0.0018688171393053958,0.0017221431195390139,B_lower,1.8501971679987348,t(T-1),Bartlett,24,auto_floor_h-1,0.0006818317025181749,0.0646602517670519,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.00031592658464545223,0.0018688171393053958,-0.001552890554659944,A_lower,-9.282001463652964,t(T-1),Bartlett,21,fixed_21,2.2027903437788607e-05,1.5830474135500856e-19,holm,hybrid_vs_garch|SquaredError|fixed_21,63,9.97319870536554e-18,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0002778840355084871,0.0018688171393053958,-0.001590933103796909,A_lower,-9.00427258415946,t(T-1),Bartlett,21,fixed_21,2.4568650481382164e-05,1.6139687305854326e-18,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0006606129629682e-16,0.05,True,tested
hybrid_vs_garch,1day,000001.SS,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-21,2025-12-29,0.0035909602588444106,0.0018688171393053958,0.0017221431195390139,B_lower,1.9047739000543094,t(T-1),Bartlett,21,fixed_21,0.0006433189596747803,0.05717423221066859,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0591556951157939,-1.054860463505864,-0.004295231609929878,A_lower,-1.3916397239150589,t(T-1),Bartlett,19,auto_floor_h-1,0.0074971167221759265,0.16442522125044368,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0648700808023874,-1.054860463505864,-0.010009617296523303,A_lower,-3.9269512523053423,t(T-1),Bartlett,19,auto_floor_h-1,0.005113269207560157,9.35840550366491e-05,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,0.004024114366575911,0.05,True,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0087148882396395,-1.054860463505864,0.04614557526622449,B_lower,2.3371498540431497,t(T-1),Bartlett,25,auto_floor_h-1,0.30680451195872693,0.0196815999608103,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,0.5510847989026884,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0591556951157939,-1.054860463505864,-0.004295231609929878,A_lower,-1.3599265903642832,t(T-1),Bartlett,21,fixed_21,0.00785085534591193,0.17424309312352548,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0648700808023874,-1.054860463505864,-0.010009617296523303,A_lower,-3.839731121531622,t(T-1),Bartlett,21,fixed_21,0.005348205066198198,0.00013307768313948405,holm,hybrid_vs_garch|QLIKE|fixed_21,63,0.00558926269185833,0.05,True,tested
hybrid_vs_garch,5day,^GSPC,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0087148882396395,-1.054860463505864,0.04614557526622449,B_lower,2.435388994494331,t(T-1),Bartlett,21,fixed_21,0.2825518680586242,0.015097123502726045,holm,hybrid_vs_garch|QLIKE|fixed_21,63,0.42271945807632927,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.001057074105135403,0.0009758901665665917,8.118393856881147e-05,B_lower,0.46471630252608653,t(T-1),Bartlett,10,auto_floor_h-1,2.401812772855868e-05,0.6422633346268761,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006120354645590638,0.0009758901665665917,-0.00036385470200752784,A_lower,-3.218308634243254,t(T-1),Bartlett,17,auto_floor_h-1,1.0059475441879686e-05,0.0013423785257255735,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.06980368333772982,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.004139755541820496,0.0009758901665665917,0.003163865375253905,B_lower,1.7215869913326751,t(T-1),Bartlett,25,auto_floor_h-1,0.002657986549792938,0.08553782371822942,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.001057074105135403,0.0009758901665665917,8.118393856881147e-05,B_lower,0.4357158769389916,t(T-1),Bartlett,21,fixed_21,2.7321730014685168e-05,0.6631625166796489,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006120354645590638,0.0009758901665665917,-0.00036385470200752784,A_lower,-3.0246566231210297,t(T-1),Bartlett,21,fixed_21,1.138881554972918e-05,0.0025701973855067404,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.13108006666084376,0.05,False,tested
hybrid_vs_garch,5day,^GSPC,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.004139755541820496,0.0009758901665665917,0.003163865375253905,B_lower,1.7802387940965458,t(T-1),Bartlett,21,fixed_21,0.0024857314219589037,0.07542310860301173,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7383188640229604,-0.7422775192244462,0.003958655201485678,B_lower,2.0577723465692737,t(T-1),Bartlett,19,auto_floor_h-1,0.0029125636956496307,0.039941276642933274,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,0.9985319160733318,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7437614339536474,-0.7422775192244462,-0.0014839147292012474,A_lower,-0.7313348436954634,t(T-1),Bartlett,18,auto_floor_h-1,0.003240112523284693,0.4647926193466639,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7046397043702458,-0.7422775192244462,0.0376378148542002,B_lower,3.691985119440932,t(T-1),Bartlett,25,auto_floor_h-1,0.08179064850085502,0.00023788684760213229,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,0.009515473904085291,0.05,True,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7383188640229604,-0.7422775192244462,0.003958655201485678,B_lower,2.030225296747814,t(T-1),Bartlett,21,fixed_21,0.0029921379711991833,0.04266991281777418,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7437614339536474,-0.7422775192244462,-0.0014839147292012474,A_lower,-0.7121968961749193,t(T-1),Bartlett,21,fixed_21,0.003416586891680325,0.47655420126356796,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-0.7046397043702458,-0.7422775192244462,0.0376378148542002,B_lower,3.793255174046495,t(T-1),Bartlett,21,fixed_21,0.0774817493978138,0.00016009367443410523,holm,hybrid_vs_garch|QLIKE|fixed_21,63,0.006563840651798315,0.05,True,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0013803731090909523,0.0010961470355062978,0.00028422607358465454,B_lower,1.4490424258780252,t(T-1),Bartlett,11,auto_floor_h-1,3.0278918651244393e-05,0.14772456599900058,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0008892704887154251,0.0010961470355062978,-0.0002068765467908727,A_lower,-1.054562655476994,t(T-1),Bartlett,22,auto_floor_h-1,3.0286736085239508e-05,0.2919494410052427,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.004087383496260144,0.0010961470355062978,0.0029912364607538465,B_lower,2.704904194464819,t(T-1),Bartlett,24,auto_floor_h-1,0.0009624373073824498,0.006980281733692213,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.3210929597498418,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0013803731090909523,0.0010961470355062978,0.00028422607358465454,B_lower,1.4388850378534574,t(T-1),Bartlett,21,fixed_21,3.070791786090442e-05,0.15058117898244391,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0008892704887154251,0.0010961470355062978,-0.0002068765467908727,A_lower,-1.0705941071307143,t(T-1),Bartlett,21,fixed_21,2.938647889836206e-05,0.2846806101200605,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^IXIC,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.004087383496260144,0.0010961470355062978,0.0029912364607538465,B_lower,2.759966404946992,t(T-1),Bartlett,21,fixed_21,0.0009244185092999984,0.005915308844110278,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.2721042068290728,0.05,False,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.327663418091195,-1.307628669534774,-0.02003474855642098,A_lower,-5.593751752911312,t(T-1),Bartlett,21,auto_floor_h-1,0.010095693272043745,3.068295328650963e-08,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.6261965241850103e-06,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.3322738223755495,-1.307628669534774,-0.024645152840775453,A_lower,-7.029250359727771,t(T-1),Bartlett,21,auto_floor_h-1,0.009674304226473415,4.5100761136144085e-12,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,2.660944907032501e-10,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.2968607405876762,-1.307628669534774,0.010767928947097995,B_lower,0.8958887639232763,t(T-1),Bartlett,24,auto_floor_h-1,0.11369226407370106,0.3705864604706552,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.327663418091195,-1.307628669534774,-0.02003474855642098,A_lower,-5.593751752911312,t(T-1),Bartlett,21,fixed_21,0.010095693272043745,3.068295328650963e-08,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.6261965241850103e-06,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.3322738223755495,-1.307628669534774,-0.024645152840775453,A_lower,-7.029250359727771,t(T-1),Bartlett,21,fixed_21,0.009674304226473415,4.5100761136144085e-12,holm,hybrid_vs_garch|QLIKE|fixed_21,63,2.660944907032501e-10,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.2968607405876762,-1.307628669534774,0.010767928947097995,B_lower,0.9286456061153976,t(T-1),Bartlett,21,fixed_21,0.10581301233760265,0.35335786819412196,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006713959772269927,0.0010614764646748602,-0.00039008048744786745,A_lower,-3.864233674274079,t(T-1),Bartlett,14,auto_floor_h-1,8.019668635829883e-06,0.00012062819895419335,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.006513922743526441,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0004930947946292516,0.0010614764646748602,-0.0005683816700456084,A_lower,-8.151359155509542,t(T-1),Bartlett,5,auto_floor_h-1,3.826439067784654e-06,1.4162786516499894e-15,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,8.639299775064935e-14,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0019679585705090616,0.0010614764646748602,0.0009064821058342019,B_lower,1.4655588559077433,t(T-1),Bartlett,24,auto_floor_h-1,0.0003010833052538674,0.14316841018086668,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006713959772269927,0.0010614764646748602,-0.00039008048744786745,A_lower,-4.0144805192026425,t(T-1),Bartlett,21,fixed_21,7.4306101430918e-06,6.52811694744855e-05,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.003525183151622217,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0004930947946292516,0.0010614764646748602,-0.0005683816700456084,A_lower,-8.038179557006236,t(T-1),Bartlett,21,fixed_21,3.934952129939102e-06,3.34077574268706e-15,holm,hybrid_vs_garch|SquaredError|fixed_21,63,2.0378732030391066e-13,0.05,True,tested
hybrid_vs_garch,5day,^FTSE,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0019679585705090616,0.0010614764646748602,0.0009064821058342019,B_lower,1.5202399345111746,t(T-1),Bartlett,21,fixed_21,0.00027981367148343327,0.12885283270376915,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.054036099076127,-1.0364898936763545,-0.01754620539977264,A_lower,-4.158469549487268,t(T-1),Bartlett,23,auto_floor_h-1,0.014011160208152407,3.556468807378174e-05,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,0.0016004109633201784,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0502990878684602,-1.0364898936763545,-0.013809194192105842,A_lower,-6.151691477950715,t(T-1),Bartlett,22,auto_floor_h-1,0.003965722427198345,1.2200188383891318e-09,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,7.076109262656964e-08,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0239634195340275,-1.0364898936763545,0.012526474142326698,B_lower,1.6892931319115643,t(T-1),Bartlett,23,auto_floor_h-1,0.04327353680431877,0.09155985603658824,holm,hybrid_vs_garch|QLIKE|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.054036099076127,-1.0364898936763545,-0.01754620539977264,A_lower,-4.257685214035003,t(T-1),Bartlett,21,fixed_21,0.013365772099835886,2.3152535611976454e-05,holm,hybrid_vs_garch|QLIKE|fixed_21,63,0.0010650166381509169,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0502990878684602,-1.0364898936763545,-0.013809194192105842,A_lower,-6.206302102347413,t(T-1),Bartlett,21,fixed_21,0.0038962389414838785,8.772544185363286e-10,holm,hybrid_vs_garch|QLIKE|fixed_21,63,5.0880756275107056e-08,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,QLIKE,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,-1.0239634195340275,-1.0364898936763545,0.012526474142326698,B_lower,1.7175242723333122,t(T-1),Bartlett,21,fixed_21,0.04186264436889847,0.08627731342649728,holm,hybrid_vs_garch|QLIKE|fixed_21,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006316435828448451,0.0011029543785309728,-0.0004713107956861278,A_lower,-2.8616790880031653,t(T-1),Bartlett,17,auto_floor_h-1,2.1347530758116403e-05,0.004325957053114874,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,0.20764593854951394,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0005775441483878829,0.0011029543785309728,-0.00052541023014309,A_lower,-6.704428424941751,t(T-1),Bartlett,20,auto_floor_h-1,4.8333502118908035e-06,3.860297738227492e-11,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,2.316178642936495e-09,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0018541057246761498,0.0011029543785309728,0.0007511513461451772,B_lower,1.87085349412917,t(T-1),Bartlett,23,auto_floor_h-1,0.00012686740986255976,0.06173675215109641,holm,hybrid_vs_garch|SquaredError|auto_floor_h-1,63,1.0,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHLSTM,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0006316435828448451,0.0011029543785309728,-0.0004713107956861278,A_lower,-2.8017888205447425,t(T-1),Bartlett,21,fixed_21,2.2269922802171828e-05,0.00520696926547955,holm,hybrid_vs_garch|SquaredError|fixed_21,63,0.24472755547753886,0.05,False,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHGRU,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0005775441483878829,0.0011029543785309728,-0.00052541023014309,A_lower,-6.663529552768552,t(T-1),Bartlett,21,fixed_21,4.8928637830943915e-06,5.0276465636205264e-11,holm,hybrid_vs_garch|SquaredError|fixed_21,63,3.0165879381723156e-09,0.05,True,tested
hybrid_vs_garch,5day,^GDAXI,SquaredError,GARCHTransformer,GARCH,3,Hybrid,1,Econometric,787,2022-12-15,2025-12-23,0.0018541057246761498,0.0011029543785309728,0.0007511513461451772,B_lower,1.9160246262904044,t(T-1),Bartlett,21,fixed_21,0.00012095601181958565,0.0557244233495325,holm,hybrid_vs_garch|SquaredError|fixed_21,63,1.0,0.05,False,tested
