Horizon,Index,Model,Date,Actual,Predicted,SquaredError,AbsoluteError,QLIKE_Loss
5day,^GSPC,GARCHGRU,2023-02-27,0.1435404036185195,0.1779978424310684,0.0011873150895205511,0.034457438812548896,-0.9195673133205183
5day,^GSPC,GARCHGRU,2023-02-28,0.1482474338245897,0.1738193929195404,0.0006539250919538313,0.02557195909495069,-0.8968564770254365
5day,^GSPC,GARCHGRU,2023-03-01,0.1477163877692282,0.1691777110099792,0.0004605883952439981,0.02146132324075098,-0.9036622550152299
5day,^GSPC,GARCHGRU,2023-03-02,0.1499223828043653,0.1621230840682983,0.00014885711133173687,0.012200701263933023,-0.8946552470898025
5day,^GSPC,GARCHGRU,2023-03-03,0.1526577083771639,0.1485676914453506,1.672823850251944e-05,0.004090016931813295,-0.8791849373600986
5day,^GSPC,GARCHGRU,2023-03-06,0.1512418554637726,0.1452259868383407,3.6190675318456e-05,0.006015868625431908,-0.888040031585259
5day,^GSPC,GARCHGRU,2023-03-07,0.1636774853752624,0.1517551988363266,0.00014214091631648953,0.011922286538935789,-0.8069239669865833
5day,^GSPC,GARCHGRU,2023-03-08,0.1574236796113396,0.1509385108947754,4.205741328230309e-05,0.00648516871656421,-0.8479171043743663
5day,^GSPC,GARCHGRU,2023-03-09,0.1715444858148504,0.1625923067331314,8.014151031116719e-05,0.008952179081718997,-0.7614503400672967
5day,^GSPC,GARCHGRU,2023-03-10,0.1733429762169325,0.1855719238519668,0.00014954716026041083,0.012228947635034293,-0.750211437554465
5day,^GSPC,GARCHGRU,2023-03-13,0.172686319287265,0.1991377174854278,0.0006996764666377706,0.026451398198162807,-0.7465883204663274
5day,^GSPC,GARCHGRU,2023-03-14,0.1793914240855085,0.1849250346422195,3.0620845793343174e-05,0.005533610556710977,-0.7177282881507749
5day,^GSPC,GARCHGRU,2023-03-15,0.1870727336742521,0.1958359479904174,7.67939251510446e-05,0.008763214316165308,-0.6752257012569405
5day,^GSPC,GARCHGRU,2023-03-16,0.1754674762145111,0.1843113899230957,7.82148096848909e-05,0.008843913708584616,-0.7391121593337682
5day,^GSPC,GARCHGRU,2023-03-17,0.1766535063388555,0.1903663426637649,0.00018804188007375504,0.013712836324909411,-0.7308388767226802
5day,^GSPC,GARCHGRU,2023-03-20,0.1757054734411295,0.1905332207679748,0.00021986209078876803,0.014827747326845303,-0.7357510851302607
5day,^GSPC,GARCHGRU,2023-03-21,0.1720373245571899,0.1806833446025848,7.475366262537068e-05,0.008646020045394914,-0.7588610393301797
5day,^GSPC,GARCHGRU,2023-03-22,0.1783578299509251,0.1868271231651306,7.172892754818691e-05,0.008469293214205476,-0.7229038113458657
5day,^GSPC,GARCHGRU,2023-03-23,0.1787181278475197,0.1855302602052688,4.64051472594924e-05,0.006812132357749107,-0.7212543783550953
5day,^GSPC,GARCHGRU,2023-03-24,0.1830830710925455,0.1872761249542236,1.758170068693356e-05,0.004193053861678092,-0.6975608344229738
5day,^GSPC,GARCHGRU,2023-03-27,0.1820858356016401,0.185090035200119,9.025215227500728e-06,0.0030041995984788905,-0.703143913024709
5day,^GSPC,GARCHGRU,2023-03-28,0.1762470874120546,0.1815312653779983,2.792253677576476e-05,0.005284177965943687,-0.7354362929320226
5day,^GSPC,GARCHGRU,2023-03-29,0.1765599736010905,0.1740883439779281,6.108952994093837e-06,0.0024716296231623858,-0.7339948250974031
5day,^GSPC,GARCHGRU,2023-03-30,0.1674890634990808,0.1693432480096817,3.4380001993523123e-06,0.0018541845106009036,-0.7867768379815481
5day,^GSPC,GARCHGRU,2023-03-31,0.1675492343686683,0.1644017845392227,9.906440428877262e-06,0.00314744982944562,-0.7862970774171016
5day,^GSPC,GARCHGRU,2023-04-03,0.152023110474716,0.1643336862325668,0.00015155027548978381,0.0123105757578508,-0.880768310986376
5day,^GSPC,GARCHGRU,2023-04-04,0.1403179354064394,0.1613104194402694,0.00044068438591060745,0.02099248403383,-0.9545618851308364
5day,^GSPC,GARCHGRU,2023-04-05,0.1415707285239858,0.1602429151535034,0.00034865055352753527,0.018672186629517584,-0.9475886523801575
5day,^GSPC,GARCHGRU,2023-04-06,0.1382766946115369,0.1513593047857284,0.00017115468896985867,0.013082610174191489,-0.9745328991033972
5day,^GSPC,GARCHGRU,2023-04-07,0.1351547384792957,0.1455262154340744,0.00010756753422350548,0.010371476954778691,-0.9986678215107622
5day,^GSPC,GARCHGRU,2023-04-10,0.1248763987621617,0.1400748640298843,0.0002309933464941707,0.015198465267722616,-1.0740807014936253
5day,^GSPC,GARCHGRU,2023-04-11,0.1159241218814468,0.1343546509742736,0.00033968440264153517,0.018430529092826803,-1.1444505255118527
5day,^GSPC,GARCHGRU,2023-04-12,0.1141315677934504,0.1298176199197769,0.00024605223130983155,0.015686052126326483,-1.1624561939863374
5day,^GSPC,GARCHGRU,2023-04-13,0.1108782850619955,0.1214203312993049,0.00011113473886956943,0.010542046237309408,-1.195319683891462
5day,^GSPC,GARCHGRU,2023-04-14,0.0907404388916976,0.1160901859402656,0.0006426096754263822,0.025349747048568003,-1.3717504578585165
5day,^GSPC,GARCHGRU,2023-04-17,0.0908109127481368,0.1095234230160713,0.00035015804052755445,0.01871251026793451,-1.382470801339345
5day,^GSPC,GARCHGRU,2023-04-18,0.1084309068795137,0.1030618324875831,2.8826959826084946e-05,0.0053690743919306005,-1.2203304934411838
5day,^GSPC,GARCHGRU,2023-04-19,0.1097089262383549,0.0975655168294906,0.00014746239207129395,0.012143409408864297,-1.2027670062200235
5day,^GSPC,GARCHGRU,2023-04-20,0.1258016218039046,0.0968280807137489,0.0008394660833029412,0.028973541090155708,-1.035591598396433
5day,^GSPC,GARCHGRU,2023-04-21,0.1203361158629851,0.0931391790509224,0.0007396733719593312,0.0271969368120627,-1.0816571718862331
5day,^GSPC,GARCHGRU,2023-04-24,0.1195914221826245,0.090800903737545,0.000828893952336463,0.028790518445079502,-1.0820130018846066
5day,^GSPC,GARCHGRU,2023-04-25,0.1179222966098762,0.0992829427123069,0.00034742551371883164,0.018639353897569294,-1.122041757523532
5day,^GSPC,GARCHGRU,2023-04-26,0.1195847141582524,0.1010789573192596,0.00034246303618392894,0.018505756838992804,-1.1087711222125625
5day,^GSPC,GARCHGRU,2023-04-27,0.1204608327506403,0.1000150963664054,0.0004180281362936268,0.0204457363842349,-1.0980076378554129
5day,^GSPC,GARCHGRU,2023-04-28,0.1357955508920129,0.1021682620048523,0.0011307945579005548,0.0336272888871606,-0.9519978468994041
5day,^GSPC,GARCHGRU,2023-05-01,0.1353601137639641,0.1080471947789192,0.0007459955434836252,0.027312918985044884,-0.9724002256379245
5day,^GSPC,GARCHGRU,2023-05-02,0.1363960860687171,0.1206284239888191,0.0002486191674658531,0.015767662079897993,-0.9843276750830816
5day,^GSPC,GARCHGRU,2023-05-03,0.137158782296055,0.127572014927864,9.190610857181182e-05,0.009586767368191002,-0.9839263638252045
5day,^GSPC,GARCHGRU,2023-05-04,0.1373248710789737,0.1337146311998367,1.3033831984911144e-05,0.0036102398791370005,-0.985047780348405
5day,^GSPC,GARCHGRU,2023-05-05,0.1366161394947971,0.1285536587238311,6.500359618219644e-05,0.008062480770965996,-0.9886920323251498
5day,^GSPC,GARCHGRU,2023-05-08,0.1292894600657851,0.1311612278223037,3.503514534342651e-06,0.0018717677565185942,-1.0455987056121945
5day,^GSPC,GARCHGRU,2023-05-09,0.130896751829138,0.1389257311820984,6.446450945026444e-05,0.008028979352960403,-1.0316091175116322
5day,^GSPC,GARCHGRU,2023-05-10,0.1367585359173338,0.1410840600728988,1.871015922037633e-05,0.004325524155565003,-0.9890585936774197
5day,^GSPC,GARCHGRU,2023-05-11,0.1403497745687803,0.1434347182512283,9.516877523875787e-06,0.0030849436824479937,-0.963382922122983
5day,^GSPC,GARCHGRU,2023-05-12,0.1404900458678661,0.1438562721014022,1.1331479055346685e-05,0.003366226233536107,-0.9623405150336136
5day,^GSPC,GARCHGRU,2023-05-15,0.1386706738550505,0.1363487988710403,5.391103441372405e-06,0.002321874984010208,-0.9755100427839878
5day,^GSPC,GARCHGRU,2023-05-16,0.1444572029285852,0.1362242102622985,6.778216824313037e-05,0.008232992666286687,-0.9330160719063914
5day,^GSPC,GARCHGRU,2023-05-17,0.1466153855637507,0.134216621518135,0.0001537293498588529,0.012398764045615712,-0.9159214534059006
5day,^GSPC,GARCHGRU,2023-05-18,0.1384593648918184,0.1254985928535461,0.0001679816118280614,0.012960772038272311,-0.9721864908811118
5day,^GSPC,GARCHGRU,2023-05-19,0.1431807245099341,0.1274200081825256,0.0002484001791530408,0.015760716327408497,-0.9365754345443951
5day,^GSPC,GARCHGRU,2023-05-22,0.1286668029741591,0.1258298307657241,8.048411311432631e-06,0.0028369722084350124,-1.0502787322486526
5day,^GSPC,GARCHGRU,2023-05-23,0.1259292547835496,0.1350723206996917,8.35956543469191e-05,0.009143065916142085,-1.0696350870755773
5day,^GSPC,GARCHGRU,2023-05-24,0.1278391458548604,0.1502162218093872,0.0005007335282746621,0.022377075954526815,-1.044645319456712
5day,^GSPC,GARCHGRU,2023-05-25,0.1246945942700796,0.1476067006587982,0.000524964619167959,0.022912106388718587,-1.068427996753261
5day,^GSPC,GARCHGRU,2023-05-26,0.1289775233313714,0.1337586492300033,2.2859164858568582e-05,0.004781125898631888,-1.0474626523576531
5day,^GSPC,GARCHGRU,2023-05-29,0.1256064509674446,0.1339039057493209,6.884775585728181e-05,0.008297454781876296,-1.072598598853091
5day,^GSPC,GARCHGRU,2023-05-30,0.1121207372912065,0.1340241879224777,0.0004797611495565344,0.021903450631271193,-1.1731640751617762
5day,^GSPC,GARCHGRU,2023-05-31,0.1135653066723808,0.145050898194313,0.0009913424734859688,0.0314855915219322,-1.1477363917385366
5day,^GSPC,GARCHGRU,2023-06-01,0.1125898269330496,0.1344098150730133,0.0004761118824281568,0.021819988139963706,-1.1692010715312158
5day,^GSPC,GARCHGRU,2023-06-02,0.1122355713355163,0.1255910545587539,0.00017836893212618126,0.01335548322323761,-1.181065288089514
5day,^GSPC,GARCHGRU,2023-06-05,0.1143319193843482,0.1264163553714752,0.00014603359312697,0.012084435987126996,-1.1637667579131494
5day,^GSPC,GARCHGRU,2023-06-06,0.1145390782856246,0.1256273239850998,0.0001229491926919302,0.011088245699475197,-1.1626985105286152
5day,^GSPC,GARCHGRU,2023-06-07,0.1146927262864854,0.129799798130989,0.00022822361971499316,0.015107071844503592,-1.158149513299957
5day,^GSPC,GARCHGRU,2023-06-08,0.1145131784762514,0.1249978765845298,0.00010992889442173639,0.010484698108278387,-1.1633375388940066
5day,^GSPC,GARCHGRU,2023-06-09,0.1127833976826941,0.1217503473162651,8.040618573099915e-05,0.008966949633571003,-1.1794329645582806
5day,^GSPC,GARCHGRU,2023-06-12,0.110507845966898,0.1159974783658981,3.013606387615165e-05,0.005489632399000105,-1.201512272341021
5day,^GSPC,GARCHGRU,2023-06-13,0.1123753065319469,0.1120132282376289,1.311006912162339e-07,0.0003620782943180023,-1.1859058452667839
5day,^GSPC,GARCHGRU,2023-06-14,0.1149552260852746,0.1099794581532478,2.475826651338621e-05,0.004975767932026795,-1.1622189719563751
5day,^GSPC,GARCHGRU,2023-06-15,0.1051999445972111,0.1089111045002937,1.3772707826248055e-05,0.0037111599030826004,-1.2512984132455638
5day,^GSPC,GARCHGRU,2023-06-16,0.1055913488644577,0.1111022010445594,3.0369491750931594e-05,0.005510852180101694,-1.2469064183573373
5day,^GSPC,GARCHGRU,2023-06-19,0.105730445885627,0.1127190813422203,4.884102554515321e-05,0.006988635456593312,-1.2448570263254064
5day,^GSPC,GARCHGRU,2023-06-20,0.1038723863105976,0.1144103109836578,0.00011104785641509082,0.010537924673060195,-1.2600704976431352
5day,^GSPC,GARCHGRU,2023-06-21,0.1039542213417459,0.1209345608949661,0.0002883319313426545,0.016980339553220203,-1.2529150195034437
5day,^GSPC,GARCHGRU,2023-06-22,0.1041199487476026,0.1184717938303947,0.00020597545728046402,0.014351845082792108,-1.2542218251257082
5day,^GSPC,GARCHGRU,2023-06-23,0.1053772966024871,0.1249734982848167,0.00038401112037453756,0.019596201682329603,-1.2364564356954473
5day,^GSPC,GARCHGRU,2023-06-26,0.1025527764059011,0.1282380670309066,0.000659734154490995,0.02568529062500549,-1.254160650674641
5day,^GSPC,GARCHGRU,2023-06-27,0.0935746328827084,0.1186477094888687,0.000628659170498383,0.025073076606160302,-1.3429203317409728
5day,^GSPC,GARCHGRU,2023-06-28,0.0935574531297616,0.112947329878807,0.00037596732034317126,0.019389876749045395,-1.3525055233318415
5day,^GSPC,GARCHGRU,2023-06-29,0.0991671222533518,0.1125073358416557,0.00017796129858156827,0.013340213588303909,-1.3033087965448051
5day,^GSPC,GARCHGRU,2023-06-30,0.0986251298910746,0.1071979850530624,7.349384562842091e-05,0.008572855161987802,-1.3130499936619957
5day,^GSPC,GARCHGRU,2023-07-03,0.0972436158070673,0.1049893870949745,5.999697284456773e-05,0.0077457712879072105,-1.3276727165818363
