Horizon,Index,Model,Part,Family,Window,N,Start,End,RMSE,MAE,QLIKE,N_clipped
22day,^HSI,GARCHTransformer,3,Hybrid,common,784,2022-11-25,2025-11-28,0.10152195508566315,0.06943156961832199,-0.43855004010376847,0
22day,000001.SS,HistoricalVolatility,1,Benchmark,common,784,2022-11-25,2025-11-28,0.08730023920274729,0.053131895361895366,-0.9610712127004877,0
22day,000001.SS,Persistence,1,Benchmark,common,784,2022-11-25,2025-11-28,0.08730023920274729,0.053131895361895366,-0.9610712127004877,0
22day,000001.SS,GARCH,1,Econometric,common,784,2022-11-25,2025-11-28,0.09501973732590782,0.08542328625006844,-0.9508055084524631,0
22day,000001.SS,EGARCH,1,Econometric,common,784,2022-11-25,2025-11-28,0.08208393882319068,0.06595567209316873,-0.9862882040142334,0
22day,000001.SS,GJRGARCH,1,Econometric,common,784,2022-11-25,2025-11-28,0.09797412349899984,0.08885271946082322,-0.9433716383228515,0
22day,000001.SS,LinearRegression,1,Machine Learning,common,784,2022-11-25,2025-11-28,0.08371829054791503,0.0575239355158794,-0.9716375501548377,0
22day,000001.SS,RandomForest,1,Machine Learning,common,784,2022-11-25,2025-11-28,0.09922139764735038,0.07476193037023704,-0.9685457510079957,0
22day,000001.SS,XGBoost,1,Machine Learning,common,784,2022-11-25,2025-11-28,0.08861515603685499,0.06386430530877382,-0.978549161435409,0
22day,000001.SS,LSTM,2,Deep Learning,common,784,2022-11-25,2025-11-28,0.07565321350491867,0.0492734059940992,-1.0037948318793801,0
22day,000001.SS,GRU,2,Deep Learning,common,784,2022-11-25,2025-11-28,0.09027122209306612,0.06687004037714409,-0.9581840421053183,0
22day,000001.SS,Transformer,2,Deep Learning,common,784,2022-11-25,2025-11-28,0.07814588617326414,0.05781938980348589,-0.9982764693276887,0
22day,000001.SS,GARCHLSTM,3,Hybrid,common,784,2022-11-25,2025-11-28,0.0790814694987467,0.058170496340368354,-0.9982558007324908,0
22day,000001.SS,GARCHGRU,3,Hybrid,common,784,2022-11-25,2025-11-28,0.10267133606803032,0.07357049816782896,-0.96658525578436,0
22day,000001.SS,GARCHTransformer,3,Hybrid,common,784,2022-11-25,2025-11-28,0.07702905372358196,0.05772512399873122,-0.9999739566756897,0
